name,player_unique_id,number,t_b,height,weight,born,debut,nationality,draft_order,position,team
杜寅傑,289,51,右投右打,175,74,1981-01-10,2006-03-24,中華民國,兄弟象2003年第四輪,投手,兄弟
余賢明,283,50,左投左右開弓,165,70,1980-03-21,2005-05-22,中華民國,興農牛2004年第一輪,左外野手,義大
盧銘銓,290,91,右投右打,174,76,1980-09-22,2006-03-18,中華民國,興農牛2005年第二輪,投手,興農
許國隆,280,3,右投右打,183,97,1980-10-16,2005-04-21,中華民國,興農牛2003年第三輪,一壘手,義大
克提茲,288,25,右投右打,195,106,1972-09-04,2005-08-30,巴拿馬,,投手,興農
克林頓,285,43,右投右打,180,87,1980-08-08,2005-06-25,加拿大,,投手,興農
蘇建榮,294,36,右投右打,177,81,1983-06-05,2006-03-18,中華民國,興農牛2005年第一輪,中外野手,義大
凱特,286,50,右投右打,188,92,1974-10-25,2005-07-10,美國,,投手,興農
陳志偉,293,43,右投右打,179,88,1981-03-18,2006-03-24,中華民國,興農牛2005年第四輪,三壘手,義大
威霸,292,22,右投右打,186,95,1975-03-17,2006-03-22,美國,,投手,興農
湯瑪斯,287,10,右投右打,190,100,1979-05-22,,美國,,投手,興農
鄭閔韓,291,37,右投右打,185,77,1981-10-24,2006-05-06,中華民國,興農牛2005年第三輪,投手,興農
威勇,296,34,右投右打,190,98,1976-10-01,2006-07-29,美國,,投手,興農
剛雷,295,41,右投右打,180,90,1979-09-17,2006-03-19,多明尼加,,投手,興農
芝草宇宙,300,20,右投右打,180,85,1969-08-18,2007-03-23,日本,,投手,興農
井場友和,301,22,右投右打,186,98,1976-08-27,2007-03-23,日本,,投手,興農
凡托,307,36,右投右打,180,88,1978-05-25,2008-06-25,美國,,右外野手,興農
康明斯,305,32,右投右打,188,98,1976-11-07,2008-04-20,美國,,投手,興農
片山文男,304,20,右投右打,182,80,1984-08-06,2008-03-18,日本,,投手,興農
竹清剛治,297,58,右投右打,182,82,1974-11-12,2006-08-04,日本,,投手,興農
克隆尼,306,22,左投左打,178,80,1982-06-02,2008-05-16,美國,,投手,興農
飛雷,303,54,左投左打,183,85,1981-01-28,2007-07-01,多明尼加,,投手,興農
栗田雄介,302,24,左投左打,173,80,1980-08-23,2007-05-12,日本,,投手,興農
丹尼歐,311,94,左投左打,178,83,1983-08-19,,多明尼加,,投手,興農
麥迪生,310,22,右投右打,175,92,1980-06-21,2009-04-01,美國,,投手,興農
夏威茲,309,41,右投右打,186,83,1978-06-13,2008-08-30,多明尼加,,投手,興農
正田樹,312,75,左投左打,188,88,1981-11-03,2009-03-29,日本,,投手,Lamigo
沃斯,308,55,右投右打,186,93,1975-10-06,2008-07-06,美國,,投手,興農
馬提茲,313,35,右投右打,185,120,1978-11-03,2009-04-11,多明尼加,,投手,興農
麥克,321,26,左投左打,176,90,1976-10-18,2010-05-29,美國,,投手,興農
奇威,316,99,右投右打,180,88,1977-01-18,2009-08-26,多明尼加,,投手,興農
艾力克,320,70,右投右打,196,97,1977-01-05,2010-05-09,美國,,投手,興農
凱特,323,0,左投左打,185,90,1980-10-21,,美國,,投手,興農二軍
格林,319,26,左投左打,186,80,1976-11-22,2010-04-04,美國,,投手,興農
雷歐,318,70,右投右打,186,88,1980-06-21,2010-03-28,多明尼加,,投手,興農
沃樂,314,45,右投右打,188,77,1980-10-23,2009-04-15,多明尼加,,投手,興農
林晨樺,327,11,右投右打,185,92,1988-12-16,2012-04-01,中華民國,興農牛2011年第一輪,投手,富邦悍將
高津臣吾,317,22,右投右打,183,81,1968-11-25,2010-03-23,日本,,投手,興農
哈維爾,326,55,右投右打,190,88,1982-12-09,2010-09-05,墨西哥,,投手,興農
班尼,325,70,左投左打,190,90,1977-12-04,2010-08-19,多明尼加,,投手,興農
沃樂飛,322,0,右投左打,187,95,1978-01-27,,加拿大,,三壘手,興農二軍
林彥峰,328,87,右投右打,185,110,1985-05-22,2012-03-20,中華民國,興農牛2011年第二輪,投手,Lamigo
雷卡多,315,30,右投右打,186,98,1978-05-21,2009-07-22,多明尼加,,投手,興農
古茲曼,324,34,右投左打,190,93,1983-11-28,2010-08-13,墨西哥,,中外野手,興農
賀拉,329,40,右投右打,188,115,1978-04-27,,多明尼加,,投手,義大
賀司,330,49,右投右打,188,109,1977-12-23,,多明尼加,,投手,義大
柴克,333,49,右投右打,200,109,1984-05-15,2013-03-27,美國,,投手,義大
鄭現澤,334,47,左投左打,191,90,1980-02-22,,韓國,,一壘手,義大二軍
英克,335,92,左投左打,190,99,1984-09-13,2013-06-20,美國,,投手,義大
強克,337,52,右投右打,190,86,1983-11-05,2013-08-01,多明尼加,,投手,義大
馬克,336,92,右投右打,193,102,1984-06-29,2013-07-18,美國,,投手,義大
蕭一傑,342,41,右投右打,180,87,1986-01-02,2014-03-22,中華民國,義大犀牛2013年第三輪,投手,富邦悍將二軍
曼尼,331,99,右投右打,183,102,1972-05-30,2013-03-27,多明尼加,,指定打擊,義大
達克,339,49,右投右打,193,102,1987-09-21,,美國,,投手,義大二軍
希克,332,40,左投左打,208,110,1983-01-13,2013-03-31,美國,,投手,中信兄弟
尼克,340,45,右投右打,193,91,1984-08-20,2013-08-30,美國,,投手,義大
范玉禹,341,47,右投左打,193,90,1995-04-27,2015-04-05,中華民國,義大犀牛2013年第一輪,投手,富邦悍將二軍
丹克,338,44,左投右打,185,91,1986-04-28,,美國,,投手,義大二軍
蔡友達,348,58,右投右打,176,83,1990-05-16,2015-04-16,中華民國,義大犀牛2014年第六輪,捕手,富邦悍將
楊子翔,349,101,右投右打,170,75,1995-12-27,,中華民國,,游擊手,富邦悍將二軍
克拉帝,347,43,左投左打,190,106,1984-09-25,2014-07-20,委內瑞拉,,投手,中信兄弟
偉克,345,45,右投右打,184,94,1983-11-07,2014-03-23,多明尼加,,投手,義大
林旺衛,350,28,右投左打,183,87,1988-06-28,2015-03-22,中華民國,義大犀牛2014年第二輪,中外野手,味全龍二軍
何南德,352,44,右投右打,188,98,1986-05-21,2015-05-20,美國,,投手,義大
史密斯,351,18,左投左打,193,113,1983-01-26,2015-03-26,澳大利亞,,投手,義大
賈西亞,346,55,右投右打,193,114,1976-10-06,2014-05-10,委內瑞拉,,投手,義大
潘力,359,86,右投右打,185,93,1985-03-25,2016-03-22,古巴,,投手,義大
石翔宇,356,72,右投右打,178,70,1996-11-01,2016-05-14,中華民國,義大犀牛2015年第十輪,游擊手,味全龍二軍
李那瑞,344,44,右投右打,180,106,1983-10-28,2014-03-22,多明尼加,,三壘手,義大
高孝儀,343,5,右投右打,176,81,1990-05-29,2014-04-11,中華民國,義大犀牛2013年第九輪,右外野手,味全龍
陳仕朋,363,81,左投左打,179,79,1997-09-20,2017-10-07,中華民國,義大犀牛2016年第二輪,投手,富邦悍將二軍
申皓瑋,362,29,右投右打,183,75,1997-09-12,2017-05-20,中華民國,義大犀牛2016年第一輪,中外野手,富邦悍將
飛克,353,31,右投右打,192,95,1985-11-20,2015-05-24,美國,,投手,義大
彭璿紘,355,45,右投右打,180,80,1996-11-13,2018-03-29,中華民國,,投手,富邦悍將二軍
林政賢,354,47,左投左打,180,90,1995-09-13,2016-06-04,中華民國,義大犀牛2015年第六輪,投手,味全龍
麥力戈,365,30,右投右打,191,90,1986-12-19,2017-07-02,美國,,投手,富邦悍將
力猛,358,44,右投右打,194,100,1979-08-30,2016-03-30,加拿大,,投手,富邦悍將
劉家愷,364,87,左投左打,181,90,1994-03-25,2021-04-07,中華民國,義大犀牛2016年第七輪,投手,味全龍
吳世豪,367,50,右投右打,180,70,1999-01-13,2018-08-26,中華民國,富邦悍將2017年第四輪,投手,富邦悍將
楊晉豪,366,83,右投左打,175,74,1998-09-16,2019-03-24,中華民國,富邦悍將2017年第一輪,二壘手,樂天桃猿二軍
矢野和哉,371,0,左投左打,176,79,1962-12-10,1993-03-14,日本,,投手,時報
黃亦志,357,16,右投右打,183,80,1992-06-01,2016-03-31,中華民國,義大犀牛2015年第三輪,投手,富邦悍將二軍
游霆崴,368,80,右投右打,178,68,1997-10-11,2019-06-09,中華民國,,投手,富邦悍將二軍
陳慶國,370,0,左投左打,178,82,1974-09-29,1996-03-20,中華民國,,中外野手,時報
吳睿勝,360,53,右投左打,177,76,1994-06-23,2017-07-06,中華民國,義大犀牛2016年第八輪,二壘手,味全龍二軍
酷必克,369,5,右投右打,201,104,1989-08-03,,美國,,投手,富邦悍將二軍
張冠廷,361,33,右投左打,178,70,1998-09-01,2017-04-07,中華民國,義大犀牛2016年第五輪,左外野手,富邦悍將二軍
邱啟成,376,0,右投右打,175,75,1969-01-13,1993-03-23,中華民國,,投手,時報
多情,380,0,右投右打,187,87,1965-05-15,1993-03-13,美國,,投手,兄弟
威迪,373,0,左投左打,182,86,1966-01-18,1995-03-18,多明尼加,,投手,時報
王光熙,374,0,右投右打,180,84,1967-08-02,1993-03-12,中華民國,,二壘手,時報
美樂,378,0,右投右打,185,82,1965-09-03,1993-04-12,美國,,投手,時報
吳俊賢,377,0,右投右打,172,75,1971-10-26,1995-03-17,中華民國,,捕手,三商
祕雷,379,0,右投右打,183,91,1965-04-06,1993-03-12,美國,,三壘手,時報
楊章鑫,372,0,右投右打,175,76,1966-07-07,1993-03-12,中華民國,,右外野手,中信
路易,383,0,右投右打,175,74,1971-01-11,1994-03-18,多明尼加,,游擊手,時報
鈴木健,390,0,右投右打,181,84,1969-04-16,1995-07-19,日本,,投手,時報
郭建成,385,0,右投右打,180,95,1965-07-07,1993-03-12,中華民國,,投手,時報
翔鷹,382,0,右投右打,186,85,1960-06-27,1993-04-03,哥倫比亞,,游擊手,時報
陳執信,389,0,右投右打,173,77,1962-05-16,1993-03-12,中華民國,,捕手,時報
曾貴章,375,0,左投左打,175,86,1967-08-01,1993-03-12,中華民國,,左外野手,時報
黃裕登,384,0,右投右打,182,91,1973-05-30,1994-03-22,中華民國,,投手,時報
曾政雄,381,0,右投右打,178,85,1971-04-12,1993-04-01,中華民國,,投手,時報
廖敏雄,387,0,右投右打,180,80,1968-10-17,1993-03-12,中華民國,,中外野手,時報
蔡旭峰,386,0,左投右打,170,82,1950-09-01,1993-04-01,中華民國,,投手,時報
尤伸評,391,0,右投右打,176,83,1968-08-09,1993-03-23,中華民國,,捕手,時報
卓琨原,392,0,右投右打,171,65,1969-10-12,1993-03-12,中華民國,,投手,時報
謝奇勳,396,0,右投右打,170,75,1965-02-14,1994-03-18,中華民國,時報鷹1993年第一輪,游擊手,時報
福哥,393,0,右投右打,179,84,1966-03-03,1994-03-20,多明尼加,,投手,時報
褚志遠,402,0,左投左打,185,98,1970-08-08,1993-03-12,中華民國,,一壘手,時報
李聰富,388,0,右投右打,179,89,1972-10-13,1993-03-12,中華民國,,右外野手,時報
美樂黑,397,0,右投右打,190,96,1964-11-23,1995-03-16,多明尼加,,中外野手,時報
查力士,395,0,右投右打,179,79,1972-10-02,1994-08-10,多明尼加,,游擊手,時報
愛快,398,0,右投右打,185,78,1960-04-27,1993-03-12,美國,,游擊手,時報
古勝吉,394,0,右投右打,172,70,1968-11-10,1993-03-12,中華民國,,游擊手,時報
阿諾,404,0,右投右打,175,77,1968-08-17,1993-08-07,美國,,游擊手,時報
辣銳,399,0,右投右打,175,90,1960-06-20,1993-05-25,美國,,右外野手,時報
雷蒙,407,0,右投右打,178,75,1968-11-12,1994-06-17,多明尼加,,三壘手,時報
羅賓,400,0,左投左打,190,95,1964-11-16,1995-05-18,美國,,投手,時報
張正憲,406,0,右投右打,170,86,1967-02-08,1993-03-12,中華民國,,捕手,時報
丹尼歐,409,0,右投右打,180,98,1963-07-22,1996-03-20,多明尼加,,三壘手,時報
川島堅,403,0,右投右打,180,81,1969-07-20,1995-03-19,日本,,投手,時報
馬丁,405,0,右投右打,182,89,1967-06-02,1995-03-24,多明尼加,,游擊手,統一7-ELEVEn獅
喬治,401,0,右投右打,190,100,1959-10-23,1994-03-16,美國,,右外野手,三商
蔡明宏,408,0,右投右打,180,82,1966-09-02,1993-03-28,中華民國,,投手,時報
李維,418,0,右投右打,191,89,1970-11-05,1995-03-18,多明尼加,,投手,統一7-ELEVEn獅
大瑞,410,0,右投左右開弓,188,82,1959-05-17,1996-03-29,多明尼加,,投手,時報
奇戈,412,0,右投右打,179,79,1971-09-09,1994-03-18,多明尼加,,投手,時報
菊地原毅,417,0,左投左打,184,77,1975-03-07,1995-07-11,日本,,投手,時報
裘恩,420,0,右投右打,180,75,1975-12-25,1995-03-28,多明尼加,,投手,時報
馬力,415,0,右投右打,182,78,1973-08-27,1994-05-26,多明尼加,,投手,時報
伯納德,419,0,右投右打,185,90,1963-12-03,1997-04-08,多明尼加,,右外野手,時報
捷銳,416,0,右投右打,193,93,1963-07-22,1993-05-30,美國,,投手,時報
馬力安,414,0,右投右打,178,100,1970-07-13,1997-02-23,多明尼加,,投手,中信
馬丁尼,413,0,右投右打,186,86,1971-01-04,1996-07-19,多明尼加,,投手,時報
克拉馬,411,0,右投右打,180,80,1960-09-20,1994-06-09,美國,,投手,時報
千代丸亮彦,422,0,右投右打,185,78,1970-12-25,1995-07-16,日本,,一壘手,時報
魯賓,429,0,右投右打,184,93,1970-03-07,1997-05-14,多明尼加,,左外野手,時報
得力旺,423,0,右投右打,190,100,1960-12-20,1997-02-23,多明尼加,,投手,中信
馬克,431,0,右投右打,181,90,1966-07-21,1997-06-01,美國,,投手,時報
丹尼,424,0,右投右打,185,105,1967-04-03,1997-03-01,委內瑞拉,,投手,三商
飛力,421,0,右投左右開弓,173,67,1973-07-24,1995-04-11,多明尼加,,游擊手,時報
傑恩,426,0,右投右打,175,78,1967-02-01,1997-03-01,多明尼加,,三壘手,時報
威格,425,0,右投右打,186,110,1961-10-29,1997-02-23,美國,,捕手,時報
池田郁夫,432,0,左投左打,180,84,1974-06-22,1995-05-25,日本,,投手,時報
力飛諾,430,0,右投右打,175,75,1971-12-24,1997-07-09,多明尼加,,投手,中信
王保文,434,0,右投右打,172,71,1972-09-23,1997-08-13,中華民國,,右外野手,三商
趙子傑,435,0,右投右打,186,95,1973-10-05,1997-09-01,中華民國,,三壘手,時報
羅曼,427,0,右投右打,193,82,1973-09-06,1997-05-14,多明尼加,,投手,時報
蔡重光,433,0,左投左打,170,78,1965-09-08,1997-08-13,中華民國,,投手,興農
卜南波,436,0,右投右打,175,95,1972-03-15,1997-09-24,中華民國,,一壘手,時報
捷猛士,437,0,左投左打,185,82,1966-11-26,1993-05-25,美國,,投手,味全龍
卡瑞拉,428,0,右投右打,193,88,1966-10-10,1997-05-10,美國,,捕手,時報
黃俊傑,438,0,右投右打,170,75,1967-08-12,1993-03-12,中華民國,,三壘手,時報
蕭浚濠,445,0,右投右打,171,75,1969-08-02,1990-05-20,中華民國,,捕手,味全龍
黃嘉育,450,0,右投右打,179,84,1963-02-20,1991-04-28,中華民國,,左外野手,味全龍
洪佩臻,439,0,右投右打,174,73,1973-01-24,1996-03-31,中華民國,味全龍1996年第一輪,投手,味全龍
吉彌,443,0,右投右打,185,100,1965-04-12,1991-03-21,美國,,游擊手,味全龍
呂明賜,440,0,右投右打,178,86,1964-10-30,1992-03-19,中華民國,兄弟象1992年第一輪,右外野手,味全龍
羅世幸,444,0,右投右打,174,76,1963-01-25,1990-07-11,中華民國,,二壘手,味全龍
史考特,441,0,右投右打,190,89,1961-11-11,1993-07-15,美國,,投手,味全龍
郭建霖,442,0,右投右打,175,78,1965-05-21,1990-03-17,中華民國,,三壘手,味全龍
孫昭立,446,0,右投右打,176,96,1965-04-06,1990-03-17,中華民國,,左外野手,味全龍
黃煚隆,447,0,左投左打,175,80,1963-09-20,1990-03-17,中華民國,,中外野手,味全龍
林光中,449,0,右投右打,183,85,1969-04-15,1994-03-18,中華民國,,左外野手,統一7-ELEVEn獅
李安熙,448,0,右投右打,182,86,1964-11-10,1990-03-17,中華民國,,一壘手,味全龍
古登,453,0,右投右打,178,95,1966-03-18,1995-04-07,美國,,投手,味全龍
林俊賢,456,0,右投右打,170,75,1970-11-03,1993-05-25,中華民國,味全龍1992年第二輪,捕手,味全龍
林琨瑋,452,0,右投右打,180,78,1963-06-20,1990-06-16,中華民國,,投手,味全龍
賈西,460,0,右投右打,183,82,1966-10-16,1990-03-17,美國,,投手,味全龍
洪正欽,455,0,右投右打,180,82,1961-09-06,1990-03-17,中華民國,,二壘手,中信
大帝士,451,0,右投左右開弓,177,82,1962-05-21,1994-03-18,多明尼加,,游擊手,味全龍
陽介仁,454,0,右投右打,173,80,1959-09-16,1991-03-30,中華民國,味全龍1990年第一輪,投手,興農
史塔克,459,0,右投右打,192,102,1965-01-25,1994-06-19,美國,,一壘手,味全龍
安士堡,463,0,右投右打,186,85,1963-08-20,1994-06-05,美國,,投手,味全龍
坎倍斯,464,0,右投右打,180,82,1965-05-01,1995-06-25,多明尼加,,投手,味全龍
林光宏,465,0,右投右打,180,88,1964-09-10,1990-03-23,中華民國,,投手,味全龍
陳俊和,461,0,右投右打,172,82,1972-08-09,1993-03-29,中華民國,,捕手,興農
黃清文,472,0,右投右打,175,80,1960-02-26,1990-03-23,中華民國,,左外野手,味全龍
古滋曼,457,0,右投右打,180,79,1971-01-21,1995-03-23,多明尼加,,投手,味全龍
黃平洋,462,0,右投右打,183,84,1962-11-13,1990-03-17,中華民國,,投手,味全龍
李仲弘,458,0,左投左打,178,80,1964-10-02,1990-03-23,中華民國,,投手,味全龍
菲力普,475,0,右投右打,190,85,1966-08-23,1993-09-19,美國,,投手,味全龍
葉君璋,476,27,右投右打,177,85,1972-10-25,1996-04-08,中華民國,,捕手,兄弟
狄姆,471,0,右投右打,183,80,1963-02-12,1993-03-11,美國,,投手,味全龍
張見發,468,0,右投右打,175,73,1962-01-02,1990-03-18,中華民國,,投手,味全龍
史東,466,0,右投右打,183,89,1963-09-09,1990-03-17,美國,,投手,時報
牛沙勒,469,0,右投右打,185,99,1960-01-08,1992-03-22,多明尼加,,投手,興農
多力,470,0,右投右打,174,61,1961-02-03,1994-08-21,美國,,投手,味全龍
馬斯,474,0,右投右打,195,100,1964-07-25,1990-03-18,美國,,一壘手,味全龍
凱斯,478,0,右投左右開弓,185,87,1961-10-20,1993-03-09,美國,,游擊手,味全龍
李奇,467,0,右投右打,191,97,1958-11-01,1993-05-12,美國,,投手,味全龍
哈里士,479,0,右投右打,188,92,1968-08-12,1995-07-07,美國,,投手,味全龍
法蘭克,477,0,右投左打,176,78,1965-05-28,1995-03-16,多明尼加,,二壘手,第一
小川宗直,473,0,左投左打,178,82,1962-05-23,1992-03-25,日本,,投手,味全龍
席古拉,481,0,右投右打,180,92,1963-01-26,1995-08-20,多明尼加,,投手,味全龍
格雷,489,0,左投左打,185,80,1962-05-17,1993-05-04,美國,,投手,味全龍
坎沙諾,484,0,右投右打,183,79,1965-12-31,1994-03-18,多明尼加,,右外野手,味全龍
威勒,480,0,右投右打,174,80,1966-07-11,1995-03-23,多明尼加,,游擊手,味全龍
黃文博,488,0,右投右打,182,83,1971-10-29,1995-03-16,中華民國,,投手,中信
強森,482,0,右投右打,183,95,1969-03-31,1995-04-22,美國,,投手,味全龍
麥雷諾,485,0,右投右打,176,72,1968-01-08,1994-07-06,多明尼加,,游擊手,味全龍
艾勃,483,0,左投左打,185,100,1962-07-12,1991-03-24,美國,,右外野手,味全龍
鈴木俊雄,492,0,右投右打,188,90,1965-12-18,1995-03-16,日本,,捕手,味全龍
達瑞,491,0,右投右打,188,791,1970-06-22,1995-04-13,多明尼加,,投手,味全龍
鮑勃,496,0,右投左右開弓,193,100,1958-11-08,1992-07-30,美國,,投手,味全龍
廖述仁,493,0,左投左打,180,78,1972-04-24,1995-03-18,中華民國,味全龍1994年第一輪,左外野手,味全龍
湯興佐,490,0,右投左打,178,77,1964-07-18,1996-03-20,美國,,游擊手,味全龍
